station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
WYS,2023-10-25 05:40,37.40,23.00,55.68,M,7.00,0.00,29.83,M,10.00,M,FEW,BKN,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,31.36,KWYS 250540Z AUTO VRB07KT 10SM FEW070 BKN100 03/M05 A2983 RMK AO2,M
WYS,2023-10-25 06:40,37.40,24.80,60.04,M,4.00,0.00,29.80,M,10.00,M,SCT,SCT,M,M,7000.00,11000.00,M,M,M,M,M,M,M,M,M,33.73,KWYS 250640Z AUTO VRB04KT 10SM SCT070 SCT110 03/M04 A2980 RMK AO2,M
WYS,2023-10-25 07:40,37.40,26.60,64.70,320.00,5.00,0.00,29.78,M,10.00,M,FEW,SCT,BKN,M,5500.00,7500.00,9500.00,M,M,M,M,M,M,M,M,32.81,KWYS 250740Z AUTO 32005KT 10SM FEW055 SCT075 BKN095 03/M03 A2978 RMK AO2,M
WYS,2023-10-25 08:40,39.20,30.20,69.88,200.00,11.00,0.00,29.76,M,10.00,M,FEW,BKN,OVC,M,3400.00,4000.00,6500.00,M,M,M,M,M,M,M,M,31.57,KWYS 250840Z AUTO 20011KT 10SM FEW034 BKN040 OVC065 04/M01 A2976 RMK AO2,M
WYS,2023-10-25 09:40,39.20,28.40,64.93,0.00,0.00,0.00,29.75,M,10.00,M,FEW,BKN,OVC,M,4500.00,5500.00,6500.00,M,M,M,M,M,M,M,M,39.20,KWYS 250940Z AUTO 00000KT 10SM FEW045 BKN055 OVC065 04/M02 A2975 RMK AO2,M
WYS,2023-10-25 10:55,41.00,28.40,60.54,220.00,10.00,0.00,29.73,M,10.00,M,FEW,SCT,OVC,M,3800.00,5000.00,6500.00,M,M,M,M,M,M,M,M,34.25,KWYS 251055Z AUTO 22010KT 10SM FEW038 SCT050 OVC065 05/M02 A2973 RMK AO2,M
WYS,2023-10-25 11:40,42.80,28.40,56.48,230.00,8.00,0.00,29.71,M,10.00,M,SCT,BKN,OVC,M,3600.00,4300.00,5500.00,M,M,M,M,M,M,M,M,37.42,KWYS 251140Z AUTO 23008KT 10SM SCT036 BKN043 OVC055 06/M02 A2971 RMK AO2,M
WYS,2023-10-25 12:40,39.20,37.40,93.19,240.00,11.00,0.00,29.74,M,5.00,19.00,SCT,SCT,M,M,2900.00,3400.00,M,M,-UP,M,M,M,M,M,M,31.57,KWYS 251240Z AUTO 24011G19KT 210V270 5SM -UP SCT029 SCT034 04/03 A2974 RMK AO2,M
WYS,2023-10-25 13:40,37.40,37.40,100.00,210.00,13.00,0.00,29.74,M,2.50,22.00,SCT,SCT,BKN,M,400.00,1400.00,3000.00,M,-RA,M,M,M,M,M,M,28.49,KWYS 251340Z AUTO 21013G22KT 2 1/2SM -RA SCT004 SCT014 BKN030 03/03 A2974 RMK AO2,M
WYS,2023-10-25 14:55,33.80,33.80,100.00,210.00,12.00,0.00,29.77,M,1.50,M,SCT,M,M,M,800.00,M,M,M,-RA,M,M,M,M,M,M,24.29,KWYS 251455Z AUTO 21012KT 1 1/2SM -RA SCT008 01/01 A2977 RMK AO2,M
WYS,2023-10-25 15:55,35.60,35.60,100.00,200.00,6.00,0.02,29.77,M,2.00,M,M,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,29.87,KWYS 251555Z AUTO 20006KT 2SM -RA 02/02 A2977 RMK AO2 P0002,M
WYS,2023-10-25 16:55,35.60,35.60,100.00,210.00,9.00,0.00,29.77,M,3.00,15.00,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,27.99,KWYS 251655Z AUTO 21009G15KT 3SM BR 02/02 A2977 RMK AO2,M
WYS,2023-10-25 17:55,33.80,33.80,100.00,180.00,10.00,0.00,29.79,M,1.75,17.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,25.23,KWYS 251755Z AUTO 18010G17KT 1 3/4SM -SN 01/01 A2979 RMK AO2,M
WYS,2023-10-25 18:55,35.60,35.60,100.00,210.00,5.00,0.00,29.80,M,5.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,30.67,KWYS 251855Z AUTO 21005KT 5SM -SN 02/02 A2980 RMK AO2,M
WYS,2023-10-25 19:55,33.80,33.80,100.00,0.00,0.00,0.00,29.80,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,33.80,KWYS 251955Z AUTO 00000KT 3SM -SN 01/01 A2980 RMK AO2,M
WYS,2023-10-25 20:55,35.60,35.60,100.00,0.00,0.00,0.00,29.80,M,5.00,M,M,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,35.60,KWYS 252055Z AUTO 00000KT 5SM -RA 02/02 A2980 RMK AO2,M
WYS,2023-10-25 21:55,35.60,35.60,100.00,M,4.00,0.00,29.81,M,6.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,31.62,KWYS 252155Z AUTO VRB04KT 6SM BR 02/02 A2981 RMK AO2,M
WYS,2023-10-25 22:55,35.60,35.60,100.00,0.00,0.00,0.00,29.82,M,6.00,M,M,M,M,M,M,M,M,M,-UP,M,M,M,M,M,M,35.60,KWYS 252255Z AUTO 00000KT 6SM -UP 02/02 A2982 RMK AO2,M
WYS,2023-10-25 23:55,33.80,33.80,100.00,0.00,0.00,0.00,29.80,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,33.80,KWYS 252355Z AUTO 00000KT 3SM -SN 01/01 A2980 RMK AO2,M
WYS,2023-10-26 00:55,33.80,33.80,100.00,0.00,0.00,0.00,29.80,M,5.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,33.80,KWYS 260055Z AUTO 00000KT 5SM BR 01/01 A2980 RMK AO2,M
WYS,2023-10-26 01:55,33.80,33.80,100.00,0.00,0.00,0.00,29.79,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.80,KWYS 260155Z AUTO 00000KT 10SM 01/01 A2979 RMK AO2,M
WYS,2023-10-26 02:55,33.80,33.80,100.00,0.00,0.00,0.00,29.78,M,4.00,M,M,M,M,M,M,M,M,M,-UP,M,M,M,M,M,M,33.80,KWYS 260255Z AUTO 00000KT 4SM -UP 01/01 A2978 RMK AO2,M
WYS,2023-10-26 03:55,33.80,33.80,100.00,0.00,0.00,0.00,29.75,M,5.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,33.80,KWYS 260355Z AUTO 00000KT 5SM -SN 01/01 A2975 RMK AO2,M
WYS,2023-10-26 04:55,32.00,32.00,100.00,0.00,0.00,0.00,29.75,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,32.00,KWYS 260455Z AUTO 00000KT 3SM -SN 00/00 A2975 RMK AO2,M
WYS,2023-10-26 05:55,32.00,32.00,100.00,0.00,0.00,0.00,29.74,M,4.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,32.00,KWYS 260555Z AUTO 00000KT 4SM -SN 00/00 A2974 RMK AO2,M
WYS,2023-10-26 06:55,32.00,32.00,100.00,0.00,0.00,0.00,29.72,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,32.00,KWYS 260655Z AUTO 00000KT 3SM -SN 00/00 A2972 RMK AO2,M
WYS,2023-10-26 07:55,32.00,32.00,100.00,0.00,0.00,0.00,29.71,M,4.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,32.00,KWYS 260755Z AUTO 00000KT 4SM -SN 00/00 A2971 RMK AO2,M
WYS,2023-10-26 08:55,33.80,33.80,100.00,220.00,8.00,0.00,29.71,M,1.25,15.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,26.33,KWYS 260855Z AUTO 22008G15KT 1 1/4SM -SN 01/01 A2971 RMK AO2,M
WYS,2023-10-26 09:55,30.20,30.20,100.00,310.00,6.00,0.00,29.71,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,23.36,KWYS 260955Z AUTO 31006KT 3SM -SN M01/M01 A2971 RMK AO2,M
WYS,2023-10-26 10:55,24.80,24.80,100.00,250.00,5.00,0.00,29.71,M,0.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,17.84,KWYS 261055Z AUTO 25005KT 1/2SM -SN M04/M04 A2971 RMK AO2,M
WYS,2023-10-26 11:55,23.00,23.00,100.00,M,6.00,0.01,29.75,M,3.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,14.69,KWYS 261155Z AUTO VRB06KT 3SM -SN M05/M05 A2975 RMK AO2 P0001,M
WYS,2023-10-26 12:55,21.20,21.20,100.00,M,3.00,0.00,29.75,M,0.75,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,16.34,KWYS 261255Z AUTO VRB03KT 3/4SM -SN M06/M06 A2975 RMK AO2,M
WYS,2023-10-26 13:55,21.20,21.20,100.00,M,5.00,0.00,29.76,M,0.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,13.57,KWYS 261355Z AUTO VRB05KT 1/2SM -SN M06/M06 A2976 RMK AO2,M
WYS,2023-10-26 14:55,19.40,19.40,100.00,M,6.00,0.00,29.80,M,0.25,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,10.36,KWYS 261455Z AUTO VRB06KT 1/4SM -SN M07/M07 A2980 RMK AO2,M
WYS,2023-10-26 15:55,19.40,19.40,100.00,230.00,5.00,0.00,29.84,M,0.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,11.43,KWYS 261555Z AUTO 23005KT 1/2SM -SN M07/M07 A2984 RMK AO2,M
WYS,2023-10-26 16:55,17.60,17.60,100.00,260.00,6.00,0.01,29.88,M,0.25,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,8.19,KWYS 261655Z AUTO 26006KT 1/4SM -SN M08/M08 A2988 RMK AO2 P0001,M
WYS,2023-10-26 17:55,17.60,17.60,100.00,240.00,5.00,0.00,29.92,M,1.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,9.29,KWYS 261755Z AUTO 24005KT 1SM -SN M08/M08 A2992 RMK AO2,M
WYS,2023-10-26 18:55,17.60,17.60,100.00,240.00,6.00,0.00,29.94,M,0.75,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,8.19,KWYS 261855Z AUTO 24006KT 3/4SM -SN M08/M08 A2994 RMK AO2,M
WYS,2023-10-26 19:55,19.40,19.40,100.00,220.00,5.00,0.00,29.97,M,1.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,11.43,KWYS 261955Z AUTO 22005KT 1 1/2SM -SN M07/M07 A2997 RMK AO2,M
WYS,2023-10-26 20:55,19.40,15.80,85.63,170.00,4.00,0.00,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,KWYS 262055Z AUTO 17004KT 10SM M07/M09 A2999 RMK AO2,M
WYS,2023-10-26 21:55,23.00,19.40,85.85,240.00,5.00,0.00,30.02,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,KWYS 262155Z AUTO 24005KT 10SM M05/M07 A3002 RMK AO2,M
WYS,2023-10-26 22:55,21.20,17.60,85.74,230.00,7.00,0.00,30.06,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.61,KWYS 262255Z AUTO 23007KT 10SM M06/M08 A3006 RMK AO2,M
WYS,2023-10-26 23:55,21.20,17.60,85.74,190.00,4.00,0.00,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.81,KWYS 262355Z AUTO 19004KT 10SM M06/M08 A3008 RMK AO2,M
WYS,2023-10-27 00:55,17.60,17.60,100.00,200.00,4.00,0.00,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.60,KWYS 270055Z AUTO 20004KT 10SM M08/M08 A3008 RMK AO2,M
WYS,2023-10-27 01:55,19.40,19.40,100.00,0.00,0.00,0.00,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.40,KWYS 270155Z AUTO 00000KT 10SM M07/M07 A3009 RMK AO2,M
WYS,2023-10-27 02:55,15.80,15.80,100.00,0.00,0.00,0.00,30.08,M,7.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KWYS 270255Z AUTO 00000KT 7SM M09/M09 A3008 RMK AO2,M
WYS,2023-10-27 03:55,15.80,15.80,100.00,50.00,3.00,0.00,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.17,KWYS 270355Z AUTO 05003KT 10SM M09/M09 A3009 RMK AO2,M
WYS,2023-10-27 04:55,15.80,15.80,100.00,0.00,0.00,0.00,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KWYS 270455Z AUTO 00000KT 10SM M09/M09 A3009 RMK AO2,M
WYS,2023-10-27 05:55,21.20,21.20,100.00,230.00,9.00,0.00,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.08,KWYS 270555Z AUTO 23009KT 10SM M06/M06 A3008 RMK AO2,M
WYS,2023-10-27 06:55,21.20,21.20,100.00,150.00,3.00,0.00,30.07,M,10.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,16.34,KWYS 270655Z AUTO 15003KT 10SM -SN M06/M06 A3007 RMK AO2,M
WYS,2023-10-27 07:55,21.20,21.20,100.00,160.00,5.00,0.00,30.07,M,5.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,13.57,KWYS 270755Z AUTO 16005KT 5SM -SN M06/M06 A3007 RMK AO2,M
WYS,2023-10-27 08:55,23.00,23.00,100.00,220.00,8.00,0.00,30.06,M,5.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,13.03,KWYS 270855Z AUTO 22008KT 5SM -SN M05/M05 A3006 RMK AO2,M
WYS,2023-10-27 09:55,23.00,23.00,100.00,230.00,13.00,0.00,30.05,M,7.00,20.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.04,KWYS 270955Z AUTO 23013G20KT 7SM M05/M05 A3005 RMK AO2,M
WYS,2023-10-27 10:55,23.00,23.00,100.00,220.00,8.00,0.00,30.05,M,9.00,M,M,M,M,M,M,M,M,M,-UP,M,M,M,M,M,M,13.03,KWYS 271055Z AUTO 22008KT 9SM -UP M05/M05 A3005 RMK AO2,M
WYS,2023-10-27 11:55,23.00,23.00,100.00,200.00,6.00,0.00,30.04,M,7.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.69,KWYS 271155Z AUTO 20006KT 7SM M05/M05 A3004 RMK AO2,M
WYS,2023-10-27 12:55,23.00,23.00,100.00,210.00,12.00,0.00,30.04,M,6.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,10.55,KWYS 271255Z AUTO 21012KT 6SM BR M05/M05 A3004 RMK AO2,M
WYS,2023-10-27 13:55,23.00,23.00,100.00,230.00,6.00,0.00,30.04,M,2.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,14.69,KWYS 271355Z AUTO 23006KT 2 1/2SM -SN M05/M05 A3004 RMK AO2,M
WYS,2023-10-27 14:55,23.00,23.00,100.00,240.00,5.00,0.00,30.05,M,4.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,15.71,KWYS 271455Z AUTO 24005KT 4SM BR M05/M05 A3005 RMK AO2,M
WYS,2023-10-27 15:55,23.00,23.00,100.00,250.00,5.00,0.00,30.05,M,9.00,13.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,KWYS 271555Z AUTO 25005G13KT 9SM M05/M05 A3005 RMK AO2,M
WYS,2023-10-27 16:55,24.80,23.00,92.74,210.00,14.00,0.00,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.88,KWYS 271655Z AUTO 21014KT 10SM M04/M05 A3003 RMK AO2,M
WYS,2023-10-27 17:55,26.60,21.20,79.77,220.00,12.00,0.00,30.04,M,10.00,18.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.13,KWYS 271755Z AUTO 22012G18KT 10SM M03/M06 A3004 RMK AO2,M
WYS,2023-10-27 18:55,26.60,21.20,79.77,220.00,13.00,0.00,30.04,M,10.00,18.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.65,KWYS 271855Z AUTO 22013G18KT 10SM M03/M06 A3004 RMK AO2,M
WYS,2023-10-27 19:55,26.60,19.40,73.89,210.00,14.00,0.00,30.02,M,10.00,19.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.20,KWYS 271955Z AUTO 21014G19KT 10SM M03/M07 A3002 RMK AO2,M
WYS,2023-10-27 20:55,28.40,17.60,63.51,220.00,10.00,0.00,30.02,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.45,KWYS 272055Z AUTO 22010KT 10SM M02/M08 A3002 RMK AO2,M
WYS,2023-10-27 21:55,26.60,19.40,73.89,200.00,10.00,0.00,30.02,M,10.00,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.20,KWYS 272155Z AUTO 20010G15KT 10SM M03/M07 A3002 RMK AO2,M
WYS,2023-10-27 22:55,26.60,21.20,79.77,190.00,9.00,0.00,30.02,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.80,KWYS 272255Z AUTO 19009KT 10SM M03/M06 A3002 RMK AO2,M
WYS,2023-10-27 23:55,24.80,21.20,85.96,190.00,6.00,0.00,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.86,KWYS 272355Z AUTO 19006KT 10SM M04/M06 A3003 RMK AO2,M
WYS,2023-10-28 00:55,23.00,23.00,100.00,0.00,0.00,0.00,30.04,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KWYS 280055Z AUTO 00000KT 10SM M05/M05 A3004 RMK AO2,M
WYS,2023-10-28 01:55,21.20,17.60,85.74,250.00,5.00,0.00,30.06,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.57,KWYS 280155Z AUTO 25005KT 10SM M06/M08 A3006 RMK AO2,M
WYS,2023-10-28 02:55,21.20,21.20,100.00,0.00,0.00,0.00,30.06,M,9.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,21.20,KWYS 280255Z AUTO 00000KT 9SM -SN M06/M06 A3006 RMK AO2,M
WYS,2023-10-28 03:55,21.20,21.20,100.00,0.00,0.00,0.00,30.08,M,4.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,21.20,KWYS 280355Z AUTO 00000KT 4SM -SN M06/M06 A3008 RMK AO2,M
WYS,2023-10-28 04:55,21.20,21.20,100.00,10.00,6.00,0.01,30.09,M,2.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,12.52,KWYS 280455Z AUTO 01006KT 2 1/2SM -SN M06/M06 A3009 RMK AO2 P0001,M
WYS,2023-10-28 05:55,19.40,15.80,85.63,50.00,8.00,0.00,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.59,KWYS 280555Z AUTO 05008KT 10SM M07/M09 A3009 RMK AO2,M
WYS,2023-10-28 06:55,19.40,15.80,85.63,40.00,5.00,0.00,30.10,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KWYS 280655Z AUTO 04005KT 10SM M07/M09 A3010 RMK AO2,M
WYS,2023-10-28 07:55,17.60,14.00,85.51,40.00,7.00,0.00,30.11,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.23,KWYS 280755Z AUTO 04007KT 10SM M08/M10 A3011 RMK AO2,M
WYS,2023-10-28 08:55,15.80,12.20,85.40,20.00,4.00,0.00,30.11,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.50,KWYS 280855Z AUTO 02004KT 10SM M09/M11 A3011 RMK AO2,M
WYS,2023-10-28 09:55,14.00,12.20,92.38,30.00,4.00,0.00,30.11,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.40,KWYS 280955Z AUTO 03004KT 10SM M10/M11 A3011 RMK AO2,M
WYS,2023-10-28 10:55,14.00,14.00,100.00,0.00,0.00,0.00,30.13,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.00,KWYS 281055Z AUTO 00000KT 10SM M10/M10 A3013 RMK AO2,M
WYS,2023-10-28 11:55,12.20,10.40,92.32,0.00,0.00,0.00,30.14,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.20,KWYS 281155Z AUTO 00000KT 10SM M11/M12 A3014 RMK AO2,M
WYS,2023-10-28 12:55,6.80,6.80,100.00,30.00,5.00,0.00,30.15,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.53,KWYS 281255Z AUTO 03005KT 10SM M14/M14 A3015 RMK AO2,M
WYS,2023-10-28 13:55,8.60,5.00,84.93,20.00,3.00,0.00,30.15,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.94,KWYS 281355Z AUTO 02003KT 10SM M13/M15 A3015 RMK AO2,M
WYS,2023-10-28 14:55,6.80,5.00,92.12,0.00,0.00,0.00,30.18,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.80,KWYS 281455Z AUTO 00000KT 10SM M14/M15 A3018 RMK AO2,M
WYS,2023-10-28 15:55,10.40,5.00,78.35,30.00,4.00,0.00,30.19,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.20,KWYS 281555Z AUTO 03004KT 10SM M12/M15 A3019 RMK AO2,M
WYS,2023-10-28 16:55,15.80,5.00,61.77,60.00,4.00,0.00,30.19,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.50,KWYS 281655Z AUTO 06004KT 10SM M09/M15 A3019 RMK AO2,M
WYS,2023-10-28 17:55,19.40,5.00,52.89,40.00,5.00,0.00,30.19,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KWYS 281755Z AUTO 04005KT 10SM M07/M15 A3019 RMK AO2,M
WYS,2023-10-28 18:55,21.20,3.20,45.10,0.00,0.00,0.00,30.18,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.20,KWYS 281855Z AUTO 00000KT 10SM M06/M16 A3018 RMK AO2,M
WYS,2023-10-28 19:50,21.20,5.00,48.99,0.00,0.00,0.00,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.20,KWYS 281950Z AUTO 00000KT 10SM M06/M15 A3017 RMK AO2,M
WYS,2023-10-28 20:55,23.00,6.80,49.29,0.00,0.00,0.00,30.15,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KWYS 282055Z AUTO 00000KT 10SM M05/M14 A3015 RMK AO2,M
WYS,2023-10-28 21:50,23.00,8.60,53.47,0.00,0.00,0.00,30.15,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KWYS 282150Z AUTO 00000KT 10SM M05/M13 A3015 RMK AO2,M
WYS,2023-10-28 22:55,23.00,8.60,53.47,0.00,0.00,0.00,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KWYS 282255Z AUTO 00000KT 10SM M05/M13 A3017 RMK AO2,M
WYS,2023-10-28 23:55,21.20,12.20,67.73,0.00,0.00,0.00,30.19,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.20,KWYS 282355Z AUTO 00000KT 10SM M06/M11 A3019 RMK AO2,M
WYS,2023-10-29 00:55,15.80,15.80,100.00,0.00,0.00,0.00,30.22,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KWYS 290055Z AUTO 00000KT 10SM M09/M09 A3022 RMK AO2,M
WYS,2023-10-29 01:55,15.80,10.40,78.84,10.00,4.00,0.00,30.25,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.50,KWYS 290155Z AUTO 01004KT 10SM M09/M12 A3025 RMK AO2,M
WYS,2023-10-29 02:55,12.20,10.40,92.32,0.00,0.00,0.00,30.25,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.20,KWYS 290255Z AUTO 00000KT 10SM M11/M12 A3025 RMK AO2,M
WYS,2023-10-29 03:55,14.00,6.80,72.53,350.00,4.00,0.00,30.27,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.40,KWYS 290355Z AUTO 35004KT 10SM M10/M14 A3027 RMK AO2,M
WYS,2023-10-29 04:55,12.20,5.00,72.33,20.00,6.00,0.00,30.28,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.68,KWYS 290455Z AUTO 02006KT 10SM M11/M15 A3028 RMK AO2,M
WYS,2023-10-29 05:55,6.80,6.80,100.00,0.00,0.00,0.00,30.30,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.80,KWYS 290555Z AUTO 00000KT 10SM M14/M14 A3030 RMK AO2,M
WYS,2023-10-29 06:55,3.20,3.20,100.00,310.00,3.00,0.00,30.31,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.24,KWYS 290655Z AUTO 31003KT 10SM M16/M16 A3031 RMK AO2,M
WYS,2023-10-29 07:55,3.20,1.40,91.99,0.00,0.00,0.00,30.33,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.20,KWYS 290755Z AUTO 00000KT 10SM M16/M17 A3033 RMK AO2,M
WYS,2023-10-29 08:55,-2.20,-4.00,91.78,0.00,0.00,0.00,30.35,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.20,KWYS 290855Z AUTO 00000KT 10SM M19/M20 A3035 RMK AO2,M
WYS,2023-10-29 09:55,-0.40,-0.40,100.00,0.00,0.00,0.00,30.35,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.40,KWYS 290955Z AUTO 00000KT 10SM M18/M18 A3035 RMK AO2,M
WYS,2023-10-29 10:55,-0.40,-2.20,91.85,210.00,4.00,0.00,30.35,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.42,KWYS 291055Z AUTO 21004KT 10SM M18/M19 A3035 RMK AO2,M
WYS,2023-10-29 11:55,1.40,-0.40,91.92,0.00,0.00,0.00,30.36,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.40,KWYS 291155Z AUTO 00000KT 10SM M17/M18 A3036 RMK AO2,M
WYS,2023-10-29 12:55,-0.40,-2.20,91.85,0.00,0.00,0.00,30.38,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.40,KWYS 291255Z AUTO 00000KT 10SM M18/M19 A3038 RMK AO2,M
WYS,2023-10-29 13:55,-4.00,-5.80,91.71,0.00,0.00,0.00,30.38,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.00,KWYS 291355Z AUTO 00000KT 10SM M20/M21 A3038 RMK AO2,M
